TripType,VisitNumber,Weekday,Upc,ScanCount,DepartmentDescription,FinelineNumber
36,182864,6,2240026518,1,PERSONAL CARE,5070
37,155108,1,68113107862,1,BAKERY,5017
37,20497,1,68113107862,1,BAKERY,5017
5,1314,5,3600042413,1,PHARMACY OTC,5530
37,55418,6,4190007661,1,DAIRY,1514
37,139560,6,25637500000,1,DAIRY,1341
38,111744,1,4111600595,1,IMPULSE MERCHANDISE,105
37,182676,6,4612,1,PRODUCE,4402
36,16315,7,60308443391,1,PERSONAL CARE,5024
36,6072,5,1410007160,1,COMM BREAD,3721
36,51880,6,5310033843,1,PERSONAL CARE,203
5,53268,6,4834100377,1,BEAUTY,5335
37,108588,1,3940001382,1,GROCERY DRY GOODS,2704
37,129929,4,7096900006,1,PRODUCE,4067
36,139698,6,38151902282,2,PERSONAL CARE,5043
5,177831,6,89470001013,1,DAIRY,1431
37,108721,1,7241201009,1,GROCERY DRY GOODS,2409
38,119303,3,7874235186,2,DAIRY,1508
36,188757,7,8660024001,1,GROCERY DRY GOODS,2906
37,140368,6,76101040154,1,PRODUCE,5610
38,29800,2,65876136801,1,MEAT - FRESH & FROZEN,6074
5,148658,7,84004018086,1,PERSONAL CARE,402
36,158515,2,1920083721,1,HOUSEHOLD CHEMICALS/SUPP,60
37,96512,6,4011,1,PRODUCE,5501
3,58187,7,60538802945,1,IMPULSE MERCHANDISE,1001
38,177653,5,7740012863,2,PRE PACKED DELI,7561
37,164376,3,4093,1,PRODUCE,4008
37,35259,3,2575100988,1,MEAT - FRESH & FROZEN,6200
36,68547,1,7459053333,1,PERSONAL CARE,5108
36,34144,3,7124919549,1,BEAUTY,2235
38,2078,5,3800084639,1,DSD GROCERY,3353
38,171844,4,7778200816,1,MEAT - FRESH & FROZEN,6106
5,53106,6,30766142020,1,PHARMACY OTC,2564
5,71030,2,1111126551,1,PERSONAL CARE,4941
38,109027,1,60538871457,1,DAIRY,9100
37,102963,7,4067,1,PRODUCE,8002
36,42611,4,70662497122,1,DAIRY,9140
38,94686,6,4045,1,PRODUCE,3004
37,51357,6,1450001128,1,FROZEN FOODS,1750
38,30045,2,1600027529,1,GROCERY DRY GOODS,3555
38,159256,2,9396651500,2,DAIRY,1510
37,53916,6,4036,1,PRODUCE,2500
37,53003,6,4016,1,PRODUCE,1201
36,100747,7,4160887049,1,PHARMACY OTC,4500
37,143924,7,2100064421,1,GROCERY DRY GOODS,2453
37,59726,7,4900004574,1,DSD GROCERY,4611
5,115296,2,68113107270,1,PERSONAL CARE,402
38,21968,1,2924300002,2,GROCERY DRY GOODS,2997
36,58598,7,7459052090,1,PERSONAL CARE,4511
38,155987,2,4900005539,1,DSD GROCERY,9556
37,27372,2,7597140237,1,SERVICE DELI,3010
37,35611,3,7874207200,1,DSD GROCERY,4640
37,128332,4,60538818715,1,DAIRY,1507
37,147859,7,7874222868,1,DAIRY,7958
36,169225,4,1700010914,1,PERSONAL CARE,4944
38,166591,3,4011,1,PRODUCE,5501
37,106544,7,7430000071,1,INFANT CONSUMABLE HARDLINES,2116
36,15669,7,7874235187,1,DAIRY,1508
37,32834,3,3040021648,1,HOUSEHOLD PAPER GOODS,104
38,129485,4,3663203752,1,DAIRY,1436
36,69032,1,2700052385,1,DSD GROCERY,3650
37,59011,7,4067,1,PRODUCE,8002
37,66717,1,3338320027,1,PRODUCE,3601
37,51450,6,7874205483,1,FROZEN FOODS,2003
38,64040,1,7209202424,1,DSD GROCERY,4655
36,184426,6,4650071037,1,PERSONAL CARE,9106
37,93858,6,4011,1,PRODUCE,5501
37,25312,1,4046,1,PRODUCE,5620
37,188148,7,3087824944,-2,IMPULSE MERCHANDISE,350
5,53661,6,30041010111,1,PERSONAL CARE,403
37,55418,6,3338365101,1,PRODUCE,7502
38,11444,6,2840008773,1,IMPULSE MERCHANDISE,801
5,96787,6,3700035905,1,PHARMACY OTC,2156
38,188325,7,4741738650,1,LADIES SOCKS,3703
36,135033,5,4740005381,1,PERSONAL CARE,1403
38,51900,6,4171623110,4,DAIRY,7953
38,170528,4,20580000000,1,SERVICE DELI,8016
38,18331,7,1600040945,1,GROCERY DRY GOODS,3600
38,21628,1,60538862097,1,FINANCIAL SERVICES,0
37,71782,2,88828940068,1,PRODUCE,1218
37,148777,7,1600045934,1,GROCERY DRY GOODS,3600
37,68206,1,3040079000,1,HOUSEHOLD PAPER GOODS,3006
37,104981,7,4112900005,1,GROCERY DRY GOODS,2400
38,110458,1,3663200282,2,DAIRY,7954
37,63748,1,4900003165,2,DSD GROCERY,9205
3,156426,2,60538862097,1,FINANCIAL SERVICES,0
5,58382,7,4240021743,1,GROCERY DRY GOODS,3555
5,43973,5,30187097701,1,PHARMACY OTC,4078
37,95168,6,22012300000,1,MEAT - FRESH & FROZEN,6018
5,15493,7,68113102405,1,PHARMACY OTC,1356
37,105121,7,4022,1,PRODUCE,2005
38,152222,1,7874211909,1,DAIRY,1353
38,115944,2,7874235188,1,DAIRY,1508
37,188560,7,4470001990,1,PRE PACKED DELI,7202
38,178065,6,7049000335,1,GROCERY DRY GOODS,2902
38,127171,4,1600048797,1,GROCERY DRY GOODS,3634
38,15815,7,2220093008,2,PERSONAL CARE,60
5,71696,2,30573245042,1,PHARMACY OTC,2161
38,170528,4,8100010208,1,IMPULSE MERCHANDISE,318
36,49780,6,31254600094,1,PHARMACY OTC,1110
36,56608,7,87897100000,2,PERSONAL CARE,5230
37,24695,1,75166647006,2,PRODUCE,7841
5,106897,1,88771821048,1,CELEBRATION,306
37,114581,2,4065,1,PRODUCE,8101
3,152684,1,68113163351,2,FINANCIAL SERVICES,275
5,137260,6,1559401010,1,PHARMACY OTC,4006
37,68629,1,60538862128,1,FINANCIAL SERVICES,0
36,86921,5,3320011448,1,HOUSEHOLD CHEMICALS/SUPP,8920
36,126868,4,3501187422,1,TOYS,6225
38,96561,6,7874235188,1,DAIRY,1508
36,78293,3,1650053503,2,PHARMACY OTC,801
37,144875,7,3338370133,1,PRODUCE,8305
37,131701,5,4650073865,2,LAWN AND GARDEN,5135
37,131922,5,22846000000,1,MEAT - FRESH & FROZEN,9386
5,50209,6,35388500972,1,PHARMACY OTC,5607
38,101890,7,6827473529,1,DSD GROCERY,2351
3,50257,6,60538896309,1,FINANCIAL SERVICES,276
36,84067,4,8000000673,1,GROCERY DRY GOODS,2901
36,69139,1,2240062477,1,PERSONAL CARE,9104
36,157639,2,68113102376,1,BEAUTY,4020
37,8577,6,7874298393,1,BAKERY,5024
3,57843,7,68113176761,1,FINANCIAL SERVICES,283
37,165244,3,4416,1,PRODUCE,1902
38,19479,7,4667501400,1,DAIRY,1356
38,43610,5,7800000388,1,DSD GROCERY,9512
37,108923,1,4011,1,PRODUCE,5501
37,184916,7,7962507258,1,PERSONAL CARE,4943
36,21049,1,3320018053,1,PERSONAL CARE,202
36,75348,2,1910019736,1,BEAUTY,4650
5,58595,7,68113102405,1,PHARMACY OTC,1356
37,103466,7,68113109120,1,PRODUCE,7648
36,170392,4,68113105095,1,PERSONAL CARE,3167
3,651,5,60538819035,1,FINANCIAL SERVICES,1000
36,155460,1,30521022127,1,PERSONAL CARE,9110
37,95781,6,76172098749,1,GROCERY DRY GOODS,4403
38,34454,3,84583808012,1,OFFICE SUPPLIES,600
5,134197,5,68113168757,1,PHARMACY OTC,3534
38,143738,7,4065,1,PRODUCE,8101
37,130513,4,3338320027,1,PRODUCE,3601
37,146986,7,4062,1,PRODUCE,8104
37,168917,4,7442602001,3,COMM BREAD,3729
38,37206,3,3800076550,1,FROZEN FOODS,2112
37,160864,2,4401,1,PRODUCE,2402
5,77582,3,3600039216,1,PHARMACY OTC,5541
38,147673,7,4178900412,2,GROCERY DRY GOODS,3105
38,47803,5,30573193751,1,IMPULSE MERCHANDISE,338
36,41089,4,68113104840,1,BEAUTY,3514
37,131629,5,78436970079,1,PETS AND SUPPLIES,5010
36,86640,4,7940020704,1,PERSONAL CARE,5017
38,9140,6,5200033905,1,DSD GROCERY,4606
37,47716,5,7639700228,1,GROCERY DRY GOODS,2995
38,176838,5,60538818717,1,DAIRY,1503
37,89347,5,68113145932,1,LAWN AND GARDEN,5068
37,12606,6,4178900142,1,GROCERY DRY GOODS,3120
3,20499,1,68113163351,1,FINANCIAL SERVICES,275
37,186260,7,4046,1,PRODUCE,5620
5,99208,6,7874243656,1,PHARMACY OTC,604
37,61136,7,4693,1,PRODUCE,4450
37,73488,2,3500076380,1,PERSONAL CARE,203
3,61780,7,7911820036,1,AUTOMOTIVE,4034
37,62955,7,7788588200,1,GROCERY DRY GOODS,2995
37,167083,4,4022,1,PRODUCE,2005
3,59494,7,68113163352,1,FINANCIAL SERVICES,278
36,152311,1,3.61E+11,1,BEAUTY,2267
3,60964,7,68113189617,1,FINANCIAL SERVICES,0
37,86193,4,20154500000,1,SERVICE DELI,8001
38,72579,2,4393551645,1,MENSWEAR,5702
36,136764,5,2260022339,1,PERSONAL CARE,1414
37,191050,7,4470003399,1,PRE PACKED DELI,1350
36,112266,1,3500074119,1,PERSONAL CARE,203
37,138246,6,1284241001,1,PRODUCE,8600
38,132138,5,83425900732,1,GROCERY DRY GOODS,3309
38,190881,7,60538871457,1,DAIRY,9100
37,171340,4,4120567722,1,COOK AND DINE,1810
36,134088,5,65108018751,1,PERSONAL CARE,605
36,126584,4,7920071783,1,"CANDY, TOBACCO, COOKIES",35
38,73313,2,75752800879,2,IMPULSE MERCHANDISE,808
36,27828,2,7874208942,1,HOUSEHOLD PAPER GOODS,7010
36,89665,5,3800059661,1,GROCERY DRY GOODS,3555
38,120050,3,60538871461,1,DAIRY,9101
37,13900,7,4046,1,PRODUCE,5620
37,26824,2,88828940302,1,PRODUCE,1215
36,179957,6,7124901644,1,BEAUTY,2210
36,102912,7,3137451264,1,BEDDING,6550
36,124107,3,1700011250,-1,PERSONAL CARE,3183
38,159941,2,7045900573,1,FROZEN FOODS,2008
38,119504,3,60654192252,2,DSD GROCERY,3856
37,177079,5,4051,1,PRODUCE,5701
36,126144,4,7278508134,1,BEAUTY,3300
36,17738,7,1700006973,1,PERSONAL CARE,5491
3,181592,6,60538812237,1,FINANCIAL SERVICES,277
37,152088,1,81356601640,1,IMPULSE MERCHANDISE,350
38,7907,6,60538818788,1,DAIRY,7955
37,67227,1,3783600035,1,PERSONAL CARE,8101
37,89152,5,5100020812,2,DSD GROCERY,4646
37,177632,5,8259272015,1,PRODUCE,7953
37,60006,7,18053000082,1,PHARMACY OTC,528
38,157573,2,7874211698,1,DAIRY,1404
37,43559,5,2610000573,1,"CANDY, TOBACCO, COOKIES",8012
3,156853,2,68113163351,1,FINANCIAL SERVICES,275
38,74653,2,68113107862,1,BAKERY,5017
36,164441,3,4145717157,1,PERSONAL CARE,5124
37,81372,4,4087,1,PRODUCE,7803
37,121253,3,4011,1,PRODUCE,5501
38,97349,6,7874237237,2,DAIRY,1352
37,148664,7,7110000588,1,GROCERY DRY GOODS,2453
37,60239,7,4958,1,PRODUCE,701
3,131563,5,83032400526,1,IMPULSE MERCHANDISE,1749
36,33280,3,7033071195,1,PERSONAL CARE,1403
5,167351,4,7007457601,1,INFANT CONSUMABLE HARDLINES,706
3,52808,6,60538819035,1,FINANCIAL SERVICES,1000
37,106097,7,22615900000,1,MEAT - FRESH & FROZEN,3742
3,44674,5,68113107939,1,FINANCIAL SERVICES,200
38,186921,7,5000057928,1,PETS AND SUPPLIES,1436
5,125768,4,8520000114,2,"LIQUOR,WINE,BEER",3452
37,175294,5,3620001494,1,GROCERY DRY GOODS,2401
36,44499,5,68113104913,1,PERSONAL CARE,192
5,171973,4,68113110215,1,PHARMACY OTC,1547
37,110134,1,5000036358,1,PETS AND SUPPLIES,630
3,76545,3,60538819035,1,FINANCIAL SERVICES,1000
38,31388,2,88491200391,1,GROCERY DRY GOODS,3555
38,70622,2,3800091488,2,GROCERY DRY GOODS,3601
38,466,5,7874235191,1,DSD GROCERY,9208
37,1918,5,3400021421,1,"CANDY, TOBACCO, COOKIES",83
36,52965,6,1111100793,1,PERSONAL CARE,3165
37,38857,4,4011,1,PRODUCE,5501
38,143218,6,4138309073,1,DAIRY,1505
38,18034,7,7432300583,1,COMM BREAD,3724
38,62121,7,2430004459,1,COMM BREAD,3723
5,41755,4,88766164676,1,PHARMACY OTC,1604
3,77174,3,68113163353,1,FINANCIAL SERVICES,277
37,161767,3,4171684294,1,DAIRY,7953
37,71992,2,5150014130,1,GROCERY DRY GOODS,2602
38,44169,5,7766133629,1,GROCERY DRY GOODS,4268
37,142291,6,2100064474,1,GROCERY DRY GOODS,2453
37,28439,2,7535310505,1,OFFICE SUPPLIES,3522
36,190461,7,4959,-1,PRODUCE,5701
38,19035,7,7756722506,1,FROZEN FOODS,1853
38,67121,1,4190007284,1,DAIRY,1517
38,87062,5,7056095995,1,FROZEN FOODS,3003
37,42303,4,2840004770,1,DSD GROCERY,9253
38,55013,6,7874200986,1,PHARMACY OTC,1002
5,88486,5,68113105397,2,PHARMACY OTC,2124
37,56652,7,1200500007,1,GROCERY DRY GOODS,2707
5,167725,4,1960004610,1,FROZEN FOODS,9139
37,104929,7,78485758386,1,BEDDING,2720
36,5600,5,31254742266,1,PERSONAL CARE,801
36,97757,6,6197205351,1,BEAUTY,2015
37,95895,6,76789854572,1,MENSWEAR,4847
5,85289,4,30169183702,1,PHARMACY RX,4822
36,118439,2,7846247506,1,BEAUTY,3485
3,72564,2,60538862097,1,FINANCIAL SERVICES,0
38,15412,7,7874235186,1,DAIRY,1508
38,123245,3,68113107862,1,BAKERY,5017
5,73226,2,35128516288,1,PHARMACY OTC,4504
37,67227,1,4761,1,PRODUCE,4458
37,154913,1,3800039120,1,GROCERY DRY GOODS,3600
36,80296,3,3400000653,1,IMPULSE MERCHANDISE,115
38,73313,2,4850001833,1,DAIRY,1404
5,14034,7,30045044427,1,PHARMACY OTC,2011
5,50201,6,63017547648,1,OPTICAL - FRAMES,2128
37,151830,1,60538871461,1,DAIRY,9101
38,95322,6,2550020028,4,GROCERY DRY GOODS,3309
36,38159,4,7431215745,1,PHARMACY OTC,913
38,103044,7,3663202725,1,DAIRY,1443
5,37597,4,64541698676,1,CELEBRATION,1805
37,15424,7,3338360101,1,PRODUCE,4034
38,87674,5,7874208012,2,MEAT - FRESH & FROZEN,6106
37,168394,4,3862211635,1,COMM BREAD,3731
36,5957,5,68113107862,1,BAKERY,5017
38,56791,7,5220001000,1,INFANT CONSUMABLE HARDLINES,3183
37,24321,1,2430004416,1,COMM BREAD,3707
38,166503,3,7282017090,1,DAIRY,7978
38,162005,3,4240093978,1,GROCERY DRY GOODS,3630
38,129240,4,7874211475,1,HOUSEHOLD PAPER GOODS,2020
38,189036,7,9047821680,1,GROCERY DRY GOODS,2998
5,460,5,7007440701,1,PHARMACY OTC,401
37,121965,3,4078,1,PRODUCE,8303
3,19988,1,68113163351,2,FINANCIAL SERVICES,275
38,187602,7,7045011484,1,DSD GROCERY,4647
36,97890,6,7704360806,1,BEAUTY,4010
37,73152,2,4011,1,PRODUCE,5501
36,86559,4,4046,1,PRODUCE,5620
37,29623,2,4011,1,PRODUCE,5501
5,41316,4,3800075603,1,GROCERY DRY GOODS,3504
37,155828,2,22004300000,1,MEAT - FRESH & FROZEN,4136
36,3924,5,7151488904,1,HARDWARE,3126
37,142264,6,87040200037,1,PERSONAL CARE,5112
3,118991,3,60538862097,1,FINANCIAL SERVICES,0
36,11219,6,4093,1,PRODUCE,4008
38,156344,2,3890072061,1,GROCERY DRY GOODS,2764
5,114075,2,68113192833,1,PHARMACY OTC,3712
36,817,5,3500076381,1,PERSONAL CARE,203
37,155586,1,7874211473,1,HOUSEHOLD PAPER GOODS,2020
38,67700,1,2316911919,1,HOME MANAGEMENT,1165
37,147020,7,3338365585,3,PRODUCE,7809
37,5544,5,7248600220,2,GROCERY DRY GOODS,4157
38,24964,1,9518801128,1,DSD GROCERY,4644
36,77947,3,31254770152,1,PERSONAL CARE,801
38,184575,7,6827434661,1,DSD GROCERY,9207
5,126153,4,1400770210,1,PHARMACY OTC,3039
3,43992,5,68113163351,2,FINANCIAL SERVICES,275
37,95580,6,7874204025,1,HOUSEHOLD PAPER GOODS,1008
38,188905,7,7874237249,1,DAIRY,7974
37,59932,7,3224756513,1,LAWN AND GARDEN,5670
38,159505,2,7874214223,1,FROZEN FOODS,1851
38,76190,3,5385907066,1,DAIRY,1511
38,149565,7,7560919218,1,BEAUTY,4500
37,159035,2,4157005618,1,DAIRY,1511
37,99513,6,61884221886,1,SPORTING GOODS,5104
38,52201,6,8000049514,4,GROCERY DRY GOODS,2906
37,75123,2,7566910725,1,GROCERY DRY GOODS,3000
37,136507,5,7874201841,1,HOUSEHOLD PAPER GOODS,265
38,44841,5,1600040945,1,GROCERY DRY GOODS,3600
36,51079,6,5310033843,1,PERSONAL CARE,203
38,124256,3,4400001592,1,DSD GROCERY,2751
37,172269,5,1115206630,1,GROCERY DRY GOODS,2261
37,107842,1,7146417209,1,PRODUCE,7653
5,32557,3,7874206321,1,FROZEN FOODS,9705
5,50836,6,35497331142,1,PHARMACY OTC,904
5,80163,3,65006600012,1,PHARMACY OTC,4081
37,77652,3,4664,2,PRODUCE,7810
3,173169,5,60538887953,1,FINANCIAL SERVICES,285
36,132720,5,5233699067,1,PERSONAL CARE,6105
38,1521,5,78035378403,1,PRODUCE,3601
36,127711,4,9186909446,1,CELEBRATION,787
36,87022,5,7940040990,1,PERSONAL CARE,3168
38,77862,3,68113105630,1,AUTOMOTIVE,6210
36,69045,1,3700089030,1,PHARMACY OTC,254
38,111434,1,81829001427,1,DAIRY,1444
3,63559,1,60538887953,1,FINANCIAL SERVICES,285
38,71977,2,4056,1,PRODUCE,2008
38,108411,1,4180040127,1,DAIRY,1407
38,135012,5,68113107862,1,BAKERY,5017
37,90452,5,4065,1,PRODUCE,8101
36,67882,1,70462459932,1,LADIESWEAR,9189
37,129054,4,2840000210,1,DSD GROCERY,9266
38,135593,5,7314948809,1,HOME MANAGEMENT,8905
37,17440,7,1800000420,1,DAIRY,1302
37,69312,1,3760039885,2,PRE PACKED DELI,7451
36,71946,2,6414404322,2,GROCERY DRY GOODS,3005
5,102560,7,7418226991,1,PERSONAL CARE,4946
5,2296,5,31254720430,1,PHARMACY OTC,1356
38,178454,6,76163520260,1,PRODUCE,3506
38,22648,1,3485600408,1,IMPULSE MERCHANDISE,801
38,183456,6,2800033317,1,GROCERY DRY GOODS,2992
38,178634,6,4470003095,1,PRE PACKED DELI,7554
38,161946,3,7524320439,1,FROZEN FOODS,1851
38,177199,5,3800039122,1,GROCERY DRY GOODS,3600
37,40255,4,8265750406,1,DSD GROCERY,2352
36,1346,5,4391779564,1,PERSONAL CARE,4502
37,24076,1,7539100878,1,SEAFOOD,1026
38,156431,2,5100012939,1,GROCERY DRY GOODS,3130
38,131603,5,4480000102,1,GROCERY DRY GOODS,4661
36,103017,7,4300002828,1,DSD GROCERY,4624
37,22329,1,68113107862,3,BAKERY,5017
37,77860,3,2781500231,1,PRE PACKED DELI,7252
37,29964,2,9741901021,1,PRODUCE,4161
38,180696,6,2430004446,1,COMM BREAD,3707
37,128989,4,2733101004,1,COMM BREAD,3729
38,24577,1,3997801381,-1,GROCERY DRY GOODS,2519
38,133982,5,1200000129,1,DSD GROCERY,9547
5,150455,1,68113110867,1,ELECTRONICS,4820
38,59775,7,8870201566,1,GROCERY DRY GOODS,2602
36,60987,7,7675333068,1,COOK AND DINE,3504
38,39436,4,7874200401,1,GROCERY DRY GOODS,4201
37,123149,3,7255400154,1,FROZEN FOODS,1851
38,96561,6,88491201426,2,GROCERY DRY GOODS,3555
37,146409,7,3120020298,1,DSD GROCERY,4639
36,166516,3,7050111048,1,BEAUTY,4501
38,172459,5,7874235186,1,DAIRY,1508
3,3225,5,60538812237,1,FINANCIAL SERVICES,277
38,79748,3,2800077212,3,DAIRY,1506
36,191138,7,3600042489,1,PHARMACY OTC,274
3,168482,4,68113163353,1,FINANCIAL SERVICES,277
38,155375,1,7282017190,1,DAIRY,7962
38,64852,1,69223706676,2,BEAUTY,1450
38,3842,5,3663202714,3,DAIRY,1450
38,22451,1,7762300061,1,GROCERY DRY GOODS,3303
38,86068,4,81655901002,1,PERSONAL CARE,3123
37,134237,5,2370061234,1,MEAT - FRESH & FROZEN,6069
38,64617,1,7874235186,1,DAIRY,1508
37,23900,1,4029,1,PRODUCE,6201
36,83829,4,2200001746,1,IMPULSE MERCHANDISE,135
37,101825,7,7432309103,1,COMM BREAD,3770
3,1138,5,60538887953,1,FINANCIAL SERVICES,285
37,76014,3,2733100708,1,DAIRY,9085
38,62714,7,1380004708,1,FROZEN FOODS,1901
38,37414,3,7874201292,1,DAIRY,7960
38,20657,1,7874235889,1,GROCERY DRY GOODS,3555
38,151614,1,5150017665,1,GROCERY DRY GOODS,4402
38,75295,2,68113174355,2,DAIRY,9107
37,28111,2,2791891223,1,PRODUCE,7503
36,124417,3,31254730675,1,PERSONAL CARE,805
38,136134,5,4171623110,5,DAIRY,7953
37,146785,7,2900000822,1,DAIRY,1251
5,175231,5,7874298678,1,BAKERY,5006
38,100343,7,38137004349,2,PERSONAL CARE,3020
36,166516,3,7537100303,1,BEAUTY,5039
37,134345,5,7047000654,1,DAIRY,1359
37,73876,2,5150002208,1,GROCERY DRY GOODS,2601
37,141863,6,2500005543,1,DAIRY,1404
38,32801,3,4300006346,1,GROCERY DRY GOODS,3308
5,130706,5,4116758003,1,PHARMACY OTC,1320
37,17956,7,3700081279,1,PERSONAL CARE,203
37,30424,2,8000049564,1,GROCERY DRY GOODS,2901
37,73230,2,4611,1,PRODUCE,4060
36,133218,5,89940700295,1,DSD GROCERY,3460
37,139509,6,4065,1,PRODUCE,8101
37,108947,1,4300006479,1,DSD GROCERY,4627
36,9302,6,1200000131,1,DSD GROCERY,9547
36,148490,7,2840016199,1,IMPULSE MERCHANDISE,808
38,105656,7,3800057608,1,GROCERY DRY GOODS,3600
38,2394,5,3338353310,1,PRODUCE,4145
37,154375,1,7874235188,1,DAIRY,1508
37,151159,1,68954408301,1,DAIRY,1431
37,123040,3,60538871462,1,DAIRY,9115
5,106126,7,3400000054,1,IMPULSE MERCHANDISE,100
37,18465,7,4000032438,1,"CANDY, TOBACCO, COOKIES",224
37,148168,7,4062,1,PRODUCE,8104
36,16192,7,7033070841,1,PERSONAL CARE,1403
37,59011,7,60538862097,1,FINANCIAL SERVICES,0
37,63544,1,5460000286,1,HOUSEHOLD CHEMICALS/SUPP,3610
36,48132,5,4155443351,1,BEAUTY,2105
37,29080,2,4051,1,PRODUCE,5701
38,117636,2,60538871457,1,DAIRY,9100
36,88894,5,8087804219,1,PERSONAL CARE,5040
38,66268,1,1450001098,1,FROZEN FOODS,1750
37,129057,4,68113107862,2,BAKERY,5017
38,42730,4,3890003033,1,GROCERY DRY GOODS,2764
38,145028,7,7874237067,1,GROCERY DRY GOODS,2570
5,107477,1,4078,1,PRODUCE,8303
36,68412,1,2413183054,1,COOK AND DINE,3734
36,9544,6,2220095214,3,PERSONAL CARE,5491
37,80673,3,68113107862,1,BAKERY,5017
38,60418,7,7432309506,1,COMM BREAD,3724
38,161481,3,7203001339,1,COMM BREAD,3723
38,36750,3,7874209213,1,HOUSEHOLD PAPER GOODS,7020
37,170002,4,2924300001,1,GROCERY DRY GOODS,2997
3,157239,2,60538819035,1,FINANCIAL SERVICES,1000
36,93943,6,7940024373,1,PERSONAL CARE,5065
37,55886,6,66106100015,1,PRODUCE,4166
37,186573,7,3000005800,1,GROCERY DRY GOODS,4351
36,61558,7,65356928991,1,TOYS,8007
37,140266,6,7756734697,1,FROZEN FOODS,1851
37,121288,3,2430004416,1,COMM BREAD,3707
36,157083,2,1111126973,1,PERSONAL CARE,3163
3,67589,1,60538862097,1,FINANCIAL SERVICES,0
38,125122,4,4667501351,1,DAIRY,1356
5,170400,4,68113163317,1,PHARMACY OTC,709
38,83013,4,9899,1,BAKERY,5025
36,154918,1,7780257008,1,BEAUTY,2267
37,110632,1,7146417209,1,PRODUCE,7653
37,191040,7,7225003706,1,COMM BREAD,3702
37,168938,4,20235900000,1,MEAT - FRESH & FROZEN,6200
37,151054,1,4065,1,PRODUCE,8101
36,49847,6,30299392116,1,BEAUTY,4503
37,12129,6,2529300228,1,DAIRY,1511
37,83306,4,4889,1,PRODUCE,7907
37,162600,3,4062,1,PRODUCE,8104
36,191019,7,2240026512,1,PERSONAL CARE,5070
38,31922,3,7287851527,1,GROCERY DRY GOODS,2995
38,136613,5,88181390099,1,BATH AND SHOWER,1086
5,166178,3,68113107841,1,PHARMACY OTC,2012
38,96862,6,7874235187,1,DAIRY,1508
37,130587,4,66144000021,1,GROCERY DRY GOODS,4451
37,121965,3,4072,1,PRODUCE,4170
3,151045,1,68113163353,1,FINANCIAL SERVICES,277
36,924,5,68113104849,10,BEAUTY,3907
36,88691,5,3700039316,1,PERSONAL CARE,3158
37,16406,7,7874211433,1,DSD GROCERY,3502
37,179946,6,7385200938,1,IMPULSE MERCHANDISE,323
38,81087,3,7033032616,1,OFFICE SUPPLIES,3618
37,62401,7,4400002734,1,DSD GROCERY,2651
37,155828,2,4139001455,1,GROCERY DRY GOODS,2252
5,118514,2,68113107281,1,BEAUTY,4541
38,133467,5,3663202760,1,DAIRY,1443
37,144062,7,20154200000,1,SERVICE DELI,8001
36,183772,6,2240064196,1,PERSONAL CARE,5015
38,156498,2,7104102200,1,DSD GROCERY,4754
37,68849,1,3338311000,1,PRODUCE,109
37,62955,7,7367526362,1,PRE PACKED DELI,7550
5,120015,3,75702628118,2,OPTICAL - FRAMES,5003
38,84355,4,3663202604,1,DAIRY,1430
5,154573,1,89880600241,4,DSD GROCERY,4754
5,144961,7,68113132922,1,PRODUCE,7145
5,16500,7,88766181497,1,PHARMACY OTC,1607
37,169533,4,4050,1,PRODUCE,6501
38,107787,1,2733100049,1,COMM BREAD,3729
37,182390,6,7874222803,1,GROCERY DRY GOODS,4451
37,170233,4,72864925754,1,LAWN AND GARDEN,102
36,46713,5,7830006991,1,PHARMACY OTC,269
36,119800,3,4650071037,1,PERSONAL CARE,9106
37,154913,1,4065,1,PRODUCE,8101
37,113290,2,3338366000,1,PRODUCE,7702
36,121166,3,3500076393,1,PERSONAL CARE,9108
38,62389,7,1600028166,1,GROCERY DRY GOODS,3506
38,3467,5,7047047804,1,DAIRY,1343
38,86446,4,20154200000,1,SERVICE DELI,8001
36,5867,5,7001194296,1,SHEER HOSIERY,2772
37,151814,1,2840000210,1,DSD GROCERY,9266
5,142826,6,68113107856,1,PHARMACY OTC,5581
37,50079,6,4470007505,1,PRE PACKED DELI,7508
37,11695,6,7976503128,1,DSD GROCERY,9206
5,80874,3,34200220005,1,PHARMACY OTC,1545
38,190265,7,3338320027,1,PRODUCE,3601
36,166128,3,4850030414,1,DAIRY,1404
38,108014,1,7124915269,1,BEAUTY,2250
37,42303,4,4023,1,PRODUCE,2007
37,46564,5,3338310400,1,PRODUCE,112
37,55539,6,8.81E+11,2,LADIESWEAR,324
38,170528,4,2840019078,1,DSD GROCERY,7902
38,101626,7,4312,1,PRODUCE,5703
36,27380,2,7666000862,1,PERSONAL CARE,702
38,105656,7,7874243338,1,GROCERY DRY GOODS,4304
37,89361,5,4045,1,PRODUCE,3004
37,38576,4,22500500000,1,SERVICE DELI,8026
38,148122,7,7874211819,1,DAIRY,9140
37,35268,3,2265571544,1,MEAT - FRESH & FROZEN,6158
38,14804,7,7109160010,1,INFANT CONSUMABLE HARDLINES,705
38,54874,6,7874202016,1,PHARMACY OTC,2036
37,165784,3,5100002431,1,GROCERY DRY GOODS,3131
38,110325,1,61659450606,1,DAIRY,7962
38,52090,6,4093,1,PRODUCE,4008
5,12879,6,5000041220,4,PETS AND SUPPLIES,1946
